ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,OutstandingAmount,DaysOverdue,CallResponse,DistanceFromBranch,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Outstanding_norm,Days_norm,Credit_norm,Distance_norm,PriorityScore,RecoveryStrategy
2021-10-25,41,81547,581,19,40343,120,0,179,0.4652724291338576,4,1,0.4263907272651533,0,0,23,15,2677,6667,310913,14037,6795.583333333333,0.6856044148070143,10,25782,176,0,27,296876,0.304843,0.3285754441304782,1149.595026312839,0.1955086062731194,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.3009514515735545,0.9776536312849162,0.6270096463022508,0.5306122448979591,39.85284909079682,Field Visit
2021-10-26,35,24076,620,9,21047,24,2,271,0.1939876591852149,1,2,0.087946309722639,0,0,28,2,5617,2209,93738,14414,2006.3333333333333,0.8914969360362673,7,9625,125,0,11,79324,0.186047,0.169177113896642,1039.7793373344628,0.6533208194057798,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.10386679677970236,0.6927374301675977,0.752411575562701,0.2040816326530612,23.930732065219313,Regular Call
2021-10-27,42,49310,586,22,46490,48,3,772,0.4061917585387706,0,0,0.1664510478523571,0,0,24,2,1619,1316,62981,27101,4109.166666666667,0.8809851822142216,2,29299,153,0,29,35880,0.24849,0.2288150903852861,1487.0564270172376,0.5497602337093257,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.34385215906318617,0.8491620111731844,0.6430868167202572,0.5714285714285714,37.97088974116548,Field Visit
2021-10-28,23,138883,487,0,28865,96,1,279,0.0717194446071192,4,2,0.1789138329978809,0,1,24,9,755,544,24151,78846,11573.583333333334,0.8545684470193828,5,27308,160,0,29,4020,0.320365,0.256292,709.8320335704091,0.0854387103018001,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.31956574774335206,0.888268156424581,0.32475884244372977,0.5714285714285714,56.40323077562065,Field Visit
2021-10-29,28,102238,607,3,6792,96,0,392,0.8121706225771094,1,2,0.3303191515750638,0,0,20,26,1023,981,38187,49030,8519.833333333334,0.8243179822761191,1,2781,25,0,11,6711,0.238292,0.2601917029914631,168.79777271183517,0.0658226224353177,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.020383020248841182,0.1340782122905028,0.7106109324758842,0.2040816326530612,7.877744753234269,SMS Reminder
2021-10-30,54,134513,613,27,39687,36,3,171,0.2312336125265401,3,0,0.2113722002152807,0,1,33,13,4240,690,30881,36971,11209.416666666666,0.8424282856008893,6,22287,68,1,43,5370,0.218187,0.246898034560854,1571.4444986494852,0.1554447078259634,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,0.25831910222005366,0.3743016759776536,0.729903536977492,0.8571428571428571,44.093793881982315,Field Visit
2021-10-31,32,47884,568,10,34764,24,1,718,0.1702209711124624,1,1,0.3802325993295564,0,0,21,15,2741,5666,42681,5183,3990.3333333333335,0.8036142102104427,9,14956,81,0,11,37498,0.225764,0.2183822145834314,1800.7160453551503,0.6312044220253489,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0.16889485240302513,0.446927374301676,0.585209003215434,0.2040816326530612,21.40834806074362,Regular Call
2021-11-01,27,56635,485,4,35442,60,0,155,0.2349217764675744,2,1,0.046337702915196,0,0,22,29,449,169,42698,57979,4719.583333333333,0.8970102169701254,7,23405,112,1,32,1018,0.297942,0.2959909737278542,1137.9568891559766,0.2739557282576449,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,0.2719565747743352,0.6201117318435754,0.31832797427652726,0.6326530612244897,38.64147610267661,Field Visit
2021-11-02,46,112592,629,22,8471,12,1,177,0.5391953703725791,2,0,0.5923903269577923,0,0,21,24,1822,261,42055,32828,9382.666666666666,0.7656531837937725,8,7806,170,0,40,9227,0.158971,0.1665891077778263,771.2249178755225,0.1010613455174992,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0.08167845816052695,0.9441340782122905,0.7813504823151125,0.7959183673469387,32.21979271370664,Priority Call
2021-11-03,54,154690,664,31,15811,48,4,682,0.4959623028081409,4,1,0.4326186862625113,0,0,24,19,10691,218,62830,268391,12890.833333333334,0.7194040009114078,3,11416,108,0,48,8712,0.178811,0.1906116687351092,473.2612521665664,0.089618818449795,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1257135886801659,0.5977653631284916,0.8938906752411575,0.9591836734693877,24.572553353552628,Regular Call
2021-11-04,48,18032,618,26,16410,72,0,1053,0.2688584494106616,2,0,0.2031856531793492,0,0,27,7,2809,2370,108262,24193,1502.6666666666667,0.8261222976671061,6,5834,17,1,48,84069,0.22241,0.2206191104536398,412.92301427347,0.9755477024889996,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,0.05762381068553306,0.0893854748603352,0.7459807073954983,0.9591836734693877,16.299462485466325,SMS Reminder
2021-11-05,51,24555,555,28,14464,60,4,348,0.1649443421531285,3,0,0.2552968701323826,0,0,26,17,5314,541,163886,46023,2046.25,0.8069715430990997,6,4387,13,0,50,117863,0.241964,0.2277612880871409,405.8887284159868,0.3684245465685946,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0.039973164186386925,0.06703910614525141,0.5434083601286173,1.0,12.44108897793672,SMS Reminder
2021-11-06,30,101448,577,12,52625,36,0,394,0.1096364529379679,6,1,0.6954082876373157,0,0,26,16,2717,1813,133583,36771,8454.0,0.8729159202310299,4,12003,172,0,25,96812,0.249125,0.2451348004988834,2078.8434935849696,0.2925057361704483,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.13287387167601855,0.9553072625698323,0.6141479099678455,0.4897959183673469,34.176398206684645,Field Visit
2021-11-07,22,36543,524,0,21897,48,0,635,0.4399884787443049,3,0,0.0799897646165853,0,0,17,4,6730,1062,14663,21705,3045.25,0.9017535366369588,8,19105,77,0,50,9489,0.254897,0.2450190529561441,719.9717494978479,0.4449459812816182,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.21950475725786778,0.4245810055865922,0.4437299035369775,1.0,27.762368822031057,Priority Call
2021-11-08,58,35471,547,35,21627,96,2,466,0.4404920115903426,1,3,0.5320708620804485,0,0,24,4,5374,2954,17813,22722,2955.9166666666665,0.8222837245281475,4,12484,34,1,19,5345,0.283127,0.2898297985579352,581.1312952947546,0.3542492611862382,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.1387411563796048,0.18435754189944134,0.517684887459807,0.36734693877551017,20.43105905815366,Regular Call
2021-11-09,36,22880,615,14,29027,60,0,334,0.3341575198640718,2,0,0.3198297220891817,0,0,19,8,3043,2709,42651,14053,1906.6666666666667,0.8211874993481814,9,15622,51,0,25,28598,0.2265269999999999,0.2019920483352794,772.2588695499849,0.5802057008129291,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0.17701878506952917,0.2793296089385475,0.7363344051446945,0.4897959183673469,17.379439315939354,SMS Reminder
2021-11-10,36,36411,610,9,29279,60,1,316,0.3270945037409755,3,1,0.3006731568984652,0,0,22,20,1231,1306,19881,41638,3034.25,0.8505649500722929,2,12041,99,0,19,5018,0.229279,0.256034347270657,869.7662695551556,0.3907938599506157,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.13333739936569897,0.547486033519553,0.720257234726688,0.36734693877551017,22.321435165570467,Regular Call
2021-11-11,55,23466,533,34,4157,36,0,184,0.1495245645319601,3,1,0.2461341078561219,1,0,28,11,4632,2711,93588,6382,1955.5,0.7413603739175664,3,2261,56,0,19,87206,0.222657,0.2665430032779364,168.94038665858687,0.180486006984703,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.014040009758477676,0.30726256983240224,0.472668810289389,0.36734693877551017,25.212811129548047,Regular Call
2021-11-12,46,148210,606,24,15943,36,1,453,0.2322093172987296,2,1,0.0851942637135407,0,0,19,9,749,357,58850,378280,12350.833333333334,0.7255457398564951,3,7683,15,0,44,8223,0.197943,0.1836196510864078,579.2766938229051,0.0835795177509942,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.08017809221761404,0.07821229050279331,0.707395498392283,0.8775510204081631,11.67445014721624,SMS Reminder
2021-11-13,45,49137,624,19,10868,36,0,385,0.4689186983365049,3,1,0.4729291187085999,0,0,28,26,4891,120,68362,20394,4094.75,0.9333902439361768,7,8639,5,1,25,47968,0.183868,0.1694420026010181,387.1720986807593,0.1885761276465619,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.09183947304220541,0.0223463687150838,0.765273311897106,0.4897959183673469,13.110089882008932,SMS Reminder
2021-11-14,65,53085,658,44,26907,48,2,324,0.3227391950839133,7,2,0.3892587361795256,0,0,18,23,7169,1661,219245,13690,4423.75,0.5798229020913018,7,20598,10,0,7,205555,0.192907,0.1764822340368792,785.455704846785,0.250795299202438,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.23771651622346912,0.05027932960893855,0.87459807073955,0.12244897959183673,10.254742917491221,SMS Reminder
2021-11-15,32,93170,646,11,19063,36,2,244,0.3777986685011247,2,2,0.2181665636306064,0,0,26,14,1819,1032,42890,18980,7764.166666666667,0.8225868732334166,8,10614,85,0,16,23910,0.181063,0.1724600081312748,681.9841320763946,0.1192638143706851,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0.11593071480848986,0.4692737430167598,0.8360128617363345,0.3061224489795918,18.3802486472083,SMS Reminder
2021-11-16,51,99986,575,29,22196,48,4,257,0.3081987370077905,3,0,0.180082874387007,0,0,34,10,937,496,19724,60053,8332.166666666666,0.939027894172386,3,16047,58,0,27,1820,0.229696,0.2697355068753269,760.5974674208946,0.1221287941216844,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.18220297633569163,0.31843575418994413,0.607717041800643,0.5306122448979591,20.002873951302718,Regular Call
2021-11-17,40,80473,593,16,7791,60,2,549,0.3540056040704819,6,1,0.2861163867248754,0,0,29,27,8009,866,49551,46861,6706.083333333333,0.6131518828751471,6,5231,152,0,33,2690,0.216291,0.2038374950558868,208.0809340790283,0.1128946504908272,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.05026835813613076,0.8435754189944134,0.6655948553054662,0.6530612244897959,29.206793788338576,Priority Call
2021-11-18,43,81531,583,20,18865,60,2,626,0.5772014215221045,7,3,0.4626604513814055,0,0,27,16,3013,181,7243,22397,6794.25,0.8621149710117796,4,13447,21,1,42,1982,0.232365,0.235337958112515,537.6147961674327,0.1712646423324771,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.15048792388387414,0.111731843575419,0.6334405144694533,0.836734693877551,20.15720213059492,Regular Call
2021-11-19,58,41108,666,38,38467,36,2,342,0.1404722986645686,0,1,0.127030775590676,0,0,28,14,2509,544,51707,15226,3425.6666666666665,0.8893642469628795,7,31061,34,0,13,36481,0.190467,0.1815307893013536,1393.629936425078,0.5066546472000811,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.36534520614784094,0.18435754189944134,0.90032154340836,0.24489795918367344,17.79056909375603,SMS Reminder
2021-11-20,46,38350,584,25,44565,72,3,324,0.300732769154058,5,1,0.1560887968825792,0,1,27,21,3583,4391,7974,8101,3195.833333333333,0.9076065934528436,5,12191,95,0,15,8375,0.267565,0.214052,1104.066003463072,0.4468524652296444,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.1351671139302269,0.5251396648044693,0.6366559485530545,0.28571428571428564,37.24551698105942,Field Visit
2021-11-21,46,88456,566,25,31553,60,0,263,0.3753028932064235,5,0,0.4722612231389838,0,0,20,24,1874,2498,62466,22077,7371.333333333333,0.8463294538016055,8,27308,41,0,18,40389,0.253553,0.2394579815158153,906.7232137591708,0.1586854319108941,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.31956574774335206,0.223463687150838,0.5787781350482315,0.346938775510204,21.120477138140213,Regular Call
2021-11-22,52,39869,525,30,11296,12,1,644,0.2791867757799224,4,0,0.1128169551387638,0,0,30,20,629,2631,184663,33416,3322.4166666666665,0.706314662912486,4,4813,80,1,5,151247,0.213796,0.2127827767993509,1053.3224200979078,0.5108698247052822,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.04516955354964626,0.44134078212290506,0.44694533762057875,0.08163265306122448,23.32731604866235,Regular Call
2021-11-23,35,52879,623,12,41344,24,2,409,0.0940075299767333,4,0,0.3257139482368757,0,0,18,29,1700,776,103631,2654,4406.583333333333,0.783169622671135,4,20891,155,0,7,100977,0.204844,0.2360046583981426,2177.6668891765107,0.587000561094539,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.24129055867284704,0.8603351955307262,0.762057877813505,0.12244897959183673,31.738762768277706,Priority Call
2021-11-24,29,52817,559,6,31634,60,0,484,0.1991937082120216,1,0,0.1247167654385638,0,0,26,10,3048,2028,82704,60615,4401.416666666667,0.7983871381606019,6,13325,68,0,50,22089,0.257134,0.2121348858656306,859.6093761493581,0.305267480428504,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.14899975603805807,0.3743016759776536,0.5562700964630225,1.0,23.264833615952856,Regular Call
2021-11-25,27,74394,594,8,20772,48,4,482,0.354321131959013,0,3,0.3800929300780734,1,0,20,27,3059,4819,100444,39109,6199.5,0.8368117138371145,6,17894,53,0,34,61335,0.218772,0.2394259830490585,676.5463245387126,0.1868773811660154,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.20473286167357893,0.2905027932960894,0.6688102893890675,0.673469387755102,30.083799727494444,Priority Call
2021-11-26,18,15000,540,0,8002,24,1,345,0.2928086804512538,4,2,0.0754990483864327,0,0,13,22,514,2976,28931,16966,1250.0,0.912221722396151,5,7168,59,0,14,11965,0.213002,0.2178042357883058,414.2618221494168,0.6074094577195334,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,0.07389607221273481,0.3240223463687151,0.495176848874598,0.26530612244897955,16.69220294909884,SMS Reminder
2021-11-27,64,82545,493,41,35482,12,1,225,0.0649949732955115,2,2,0.5493124320690826,1,0,31,21,2287,2334,7740,23825,6878.75,0.8396767211507714,5,11083,157,0,32,4881,0.253982,0.2513943023910499,3374.7596450021183,0.5233159578414854,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.12165162234691389,0.8715083798882681,0.3440514469453375,0.6326530612244897,45.16000900428319,Field Visit
2021-11-28,26,30824,550,1,16381,36,3,245,0.1893691995460035,6,0,0.0660719353956026,0,0,33,26,15520,98,17726,9779,2568.6666666666665,0.7579438074394182,1,10117,10,0,20,7947,0.226381,0.2027041135301888,611.036010055402,0.3332608396270706,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,0.10986826055135399,0.05027932960893855,0.5273311897106108,0.38775510204081626,11.218494669862057,SMS Reminder
2021-11-29,37,62307,601,14,26188,108,1,709,0.1781490619617928,5,0,0.1495374012260986,0,0,25,19,3123,2075,110846,26098,5192.25,0.8750877583636073,4,13236,93,0,22,84748,0.270688,0.3038636684571599,710.8718520908791,0.2734598395860906,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.14791412539643817,0.5139664804469274,0.6913183279742765,0.4285714285714285,22.516259636180706,Regular Call
2021-11-30,36,56823,535,11,22792,60,4,280,0.2221481032098484,2,0,0.1176202787637066,0,0,14,8,7133,853,160953,2982,4735.25,0.7709885041084565,2,7876,115,1,32,157971,0.260292,0.2689118417526926,694.4795988892328,0.205792640069528,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.08253232495730665,0.6368715083798883,0.4790996784565915,0.6326530612244897,31.770025979772942,Priority Call
2021-12-01,43,123242,600,20,47533,48,5,328,0.139053094797154,6,2,0.2622664703023422,0,0,23,6,5317,409,226836,62724,10270.166666666666,0.8198680549414442,4,30673,179,0,40,164112,0.242533,0.2413613549578173,1553.2425772708475,0.183175467188541,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.36061234447426205,0.994413407821229,0.6881028938906752,0.7959183673469387,42.77726842758652,Field Visit
2021-12-02,49,111376,574,24,20688,96,2,228,0.1448560986409899,0,0,0.7002334328779061,0,0,30,20,1566,2081,16484,18828,9281.333333333334,0.828044845723614,7,10188,157,0,45,4768,0.268688,0.2658030038405009,521.9560436366294,0.08080261926842,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.11073432544523054,0.8715083798882681,0.6045016077170418,0.8979591836734693,33.55451910176055,Priority Call
2021-12-03,50,105779,619,26,21860,60,0,219,0.2846089235989433,3,1,0.315662763932696,0,0,21,1,1611,1178,200987,3521,8814.916666666666,0.7926561996280086,5,16886,156,0,40,197466,0.21736,0.2374779974450911,625.6717995049813,0.0958230045099667,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.1924371797999512,0.8659217877094972,0.7491961414790995,0.7959183673469387,33.908790508679665,Priority Call
2021-12-04,33,138913,618,11,48499,60,0,274,0.5864814499669156,3,0,0.2803326154742416,0,0,24,16,4451,1742,16789,67522,11576.083333333334,0.6522887429705828,5,42145,65,0,21,4875,0.244499,0.223400073760924,1348.8821178660137,0.1401926775348035,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,0.5005489143693583,0.3575418994413408,0.7459807073954983,0.4081632653061224,28.5360241696899,Priority Call
2021-12-05,37,59045,610,10,15849,36,1,938,0.2465900574832458,7,2,0.3446975589674722,0,0,26,26,1729,588,91788,14735,4920.416666666667,0.9336833191090946,5,3341,132,1,35,77053,0.195849,0.22371708977498,608.332445605933,0.3142685976335201,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0272139546230788,0.7318435754189944,0.720257234726688,0.693877551020408,30.37932343200238,Priority Call
2021-12-06,43,49839,589,19,33095,60,3,560,0.421005392815985,5,0,0.2973056201083444,0,0,19,1,9407,271,107122,13464,4153.25,0.7391754839557648,1,21119,137,0,12,93658,0.243595,0.292314,1055.164347063493,0.3888916744870868,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0.24407172481092948,0.7597765363128491,0.652733118971061,0.22448979591836735,30.911682942030343,Priority Call
2021-12-07,37,67359,541,13,19944,24,0,310,0.2604072146484295,1,4,0.1478726706168484,0,0,26,3,2196,7870,30569,15206,5613.25,0.7218585067221261,5,13256,132,1,36,15363,0.2244439999999999,0.2174682830380055,1032.1661406990736,0.239106781400984,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.1481580873383752,0.7318435754189944,0.49839228295819926,0.7142857142857142,36.328337747472695,Field Visit
2021-12-08,59,95381,622,39,13342,48,0,693,0.1513644024157459,5,2,0.1510119468816571,0,0,25,8,6831,355,134550,13446,7948.416666666667,0.8802815226895501,4,6063,128,0,13,121104,0.197342,0.2227751440256845,422.3667843238754,0.1403256561777136,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0.06041717492071237,0.7094972067039106,0.7588424437299035,0.24489795918367344,23.18601077383847,Regular Call
2021-12-09,45,36904,596,25,22039,12,0,373,0.3076833178212846,4,1,0.2870629936963862,0,0,23,8,4371,614,6723,42116,3075.333333333333,0.7760479644055661,4,18561,168,1,44,7544,0.189039,0.1778665508072437,2018.298336609106,0.7775737058126292,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,0.2128689924371798,0.9329608938547486,0.67524115755627,0.8775510204081631,42.34543564596222,Field Visit
2021-12-10,48,62664,583,25,31127,36,1,794,0.230942586709628,2,0,0.1408506735179391,0,0,25,2,4807,2647,22182,20092,5222.0,0.8605209777196504,5,28875,29,0,49,2090,0.224627,0.1990337905698089,1155.2590170757762,0.3732782491527721,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.33868016589412053,0.1564245810055866,0.6334405144694533,0.9795918367346937,22.634573540942217,Regular Call
2021-12-11,47,47572,544,24,43341,24,3,1219,0.3247952433290081,5,0,0.5576532626051564,0,0,21,28,1617,4404,27471,15057,3964.3333333333335,0.8593824547126574,3,35165,93,1,48,12414,0.2463409999999999,0.2318412194991876,2273.875261815152,0.8810750681447453,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0.41540619663332523,0.5139664804469274,0.5080385852090032,0.9591836734693877,40.02688042542985,Field Visit
2021-12-12,54,32171,615,33,46043,48,0,674,0.1280850989229262,3,1,0.1284212475329338,0,0,23,12,8797,1374,115972,16765,2680.9166666666665,0.882312400709049,6,28634,160,0,16,99207,0.233543,0.2429960872553659,1508.7227908331615,0.8141703238941264,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,0.335740424493779,0.888268156424581,0.7363344051446945,0.3061224489795918,36.446184838878914,Field Visit
2021-12-13,42,110294,544,19,19008,72,0,422,0.3430038179125391,2,0,0.0615838103218196,0,0,29,16,30809,2712,112301,79067,9191.166666666666,0.940448726576492,3,3971,45,0,26,33234,0.262008,0.2555497876172019,518.5139577511918,0.1023280277532259,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.034898755794096126,0.2458100558659218,0.5080385852090032,0.510204081632653,14.66284862654416,SMS Reminder
2021-12-14,24,40037,504,0,13445,48,2,572,0.4333118089532469,4,1,0.0799516793197306,0,0,25,11,1172,1833,74641,11831,3336.4166666666665,0.9417308508635636,5,7226,99,1,29,62810,0.256445,0.2666307449436222,458.3591381458168,0.3088220810188026,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.07460356184435228,0.547486033519553,0.37942122186495175,0.5714285714285714,29.988188331812736,Priority Call
2021-12-15,44,197323,640,20,18781,72,3,406,0.3551435398933746,7,2,0.1484323586651684,0,0,24,17,7639,433,73803,21140,16443.583333333332,0.8588270294507315,7,14179,20,1,44,52663,0.213781,0.2191969150158821,470.9989398736592,0.0533338094316623,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,0.15941693095877044,0.10614525139664806,0.8167202572347265,0.8775510204081631,18.656691743372868,SMS Reminder
2021-12-16,32,21364,645,12,12200,60,3,161,0.2127235022243524,3,1,0.1978233221251616,0,0,23,14,2992,349,214893,8475,1780.3333333333333,0.8894010063092969,6,3995,126,0,12,206418,0.1946999999999999,0.1862277848218602,313.9478647740854,0.266774685325268,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.035191510124420594,0.6983240223463687,0.832797427652733,0.22448979591836735,21.30832056545634,Regular Call
2021-12-17,33,36222,534,11,19757,48,3,290,0.2420603538102931,1,0,0.1991406536853172,0,0,19,5,1334,2995,41500,79995,3018.5,0.9149376174415922,2,16213,29,1,32,5241,0.247757,0.2171828958631484,619.4478921188058,0.3012913341457034,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.1842278604537692,0.1564245810055866,0.47588424437299026,0.6326530612244897,22.841873201145287,Regular Call
2021-12-18,47,50773,619,26,18567,36,0,250,0.0648888726247021,2,1,0.0966242904258177,0,0,25,28,1033,2065,38432,11939,4231.083333333333,0.719512093177962,3,12826,148,1,12,26493,0.194067,0.1933035132832636,683.6974582556367,0.2206757429946554,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.14291290558672848,0.8212290502793296,0.7491961414790995,0.22448979591836735,33.44860098938594,Priority Call
2021-12-19,54,95299,560,32,31689,96,1,287,0.2144192041193493,3,1,0.2699375402227688,0,0,25,1,1260,17378,51398,106140,7941.583333333333,0.8725187742857796,2,14744,160,0,47,8171,0.2866889999999999,0.2470313415921017,759.7783492742252,0.1318097796544633,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.16630885581849233,0.888268156424581,0.5594855305466238,0.9387755102040816,36.29499183072347,Field Visit
2021-12-20,40,58241,573,18,7310,24,5,989,0.225254531097631,4,0,0.2821196973501993,0,0,24,8,1436,480,22287,263184,4853.416666666667,0.8233520204065835,2,6424,86,1,43,1434,0.19581,0.1970262529119954,370.9872331230072,0.2802123383437112,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0.06482068797267626,0.4748603351955307,0.6012861736334405,0.8571428571428571,27.08898156844844,Priority Call
2021-12-21,43,60754,476,21,15263,60,5,707,0.4018558466544647,7,1,0.0607715043848802,0,0,23,9,932,1122,111471,46420,5062.833333333333,0.9256979522455708,5,10905,157,0,15,65051,0.282263,0.2914988596987595,485.869861266496,0.2356131009513439,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.11948036106367406,0.8715083798882681,0.28938906752411575,0.28571428571428564,33.906801082447195,Priority Call
2021-12-22,60,28621,653,40,15325,60,2,502,0.1709156649062345,2,5,0.0818768002327436,0,0,22,2,8970,1224,17481,11771,2385.083333333333,0.8927586441184374,4,6785,171,1,50,5710,0.193825,0.15506,368.6637165631721,0.3650454071750835,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.06922420102464015,0.9497206703910615,0.8585209003215435,1.0,37.23453378730031,Field Visit
2021-12-23,42,22409,626,20,39877,48,2,605,0.4201676243918334,4,1,0.5490186019481242,0,1,19,13,2954,271,50124,8760,1867.4166666666667,0.8908297661497103,3,14269,87,0,34,41364,0.221877,0.2498641903789403,1321.9047641840152,1.0318558244548253,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.1605147596974872,0.4804469273743017,0.7717041800643085,0.673469387755102,37.47692111341458,Field Visit
2021-12-24,71,86256,697,50,12620,36,4,156,0.2905273079126838,5,1,0.1710551650733399,0,0,28,11,4505,639,148756,75178,7188.0,0.7981004260743659,6,4108,6,1,15,73578,0.14912,0.1439660991715061,433.75666429420784,0.0820473934744307,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.03656989509636496,0.027932960893854747,1.0,0.28571428571428564,8.223992303808746,SMS Reminder
2021-12-25,46,20479,618,28,24669,48,1,580,0.310882993362429,0,2,0.5013044481170709,0,0,16,16,941,1818,46329,30493,1706.5833333333333,0.7780161443220879,1,24406,143,0,31,15836,0.210669,0.2212696316877715,778.9248066479856,0.7962838849443736,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.28416686996828494,0.7932960893854748,0.7459807073954983,0.6122448979591836,33.95882574952635,Priority Call
2021-12-26,18,33489,527,0,20659,84,0,645,0.6701292188652718,4,4,0.3913051561898039,0,0,26,4,9911,1799,21023,22683,2790.75,0.8090608947489639,10,18493,80,1,35,3451,0.282159,0.2635582757275063,540.9541421937006,0.4249589329727494,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.21203952183459382,0.44134078212290506,0.45337620578778126,0.693877551020408,31.330330905334662,Priority Call
2021-12-27,49,70173,576,24,37105,72,2,131,0.4236847980140879,5,1,0.197447047665613,0,1,20,22,1751,578,83832,38597,5847.75,0.9180723706947046,8,27848,136,0,23,45235,0.264105,0.2531664122472986,1006.7254520229682,0.1945578131799355,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.3261527201756526,0.7541899441340781,0.6109324758842443,0.44897959183673464,49.774903408962764,Field Visit
